generated_at,fantasypros_id,espn_id,player_name,pos,team,ecr,sd,best,worst,pos_rank,r2p_pts,player_opponent,player_bye_week,scrape_date
2026-09-22T18:29:37.317603+09:00,17575,4034949,Eddy Pineiro,K,SF,4.25,3.16,1,15,K3,8.9,vs. MIA,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,15756,2971573,Kaimi Fairbairn,K,HOU,4.85,2.6,1,20,K4,8.8,vs. CIN,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,26475,4686361,Cam Little,K,JAC,7.65,4.54,1,21,K6,8.7,at DEN,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,14003,2473037,Jason Myers,K,SEA,8.2,3.79,3,25,K7,8.5,at ARI,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,13731,17427,Cairo Santos,K,CHI,8.48,4.4,3,31,K8,8.5,vs. MIN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,16712,3055899,Harrison Butker,K,KC,10.19,2.92,3,18,K9,8.5,vs. IND,5,2026-09-21
2026-09-22T18:29:37.317603+09:00,19760,3917232,Tyler Bass,K,BUF,10.35,3.77,1,17,K10,8.5,vs. DET,7,2026-09-21
2026-09-22T18:29:37.317603+09:00,19058,3150744,Chase McLaughlin,K,TB,10.84,2.56,4,19,K11,8.1,vs. CLE,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,23297,4360234,Evan McPherson,K,CIN,10.88,4.34,3,22,K12,7.9,at HOU,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,26075,4689936,Jake Bates,K,DET,14.7,3.11,6,28,K15,7.5,at BUF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,16540,3050478,Jake Elliott,K,PHI,16.58,2.33,12,29,K16,7.5,at TEN,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,16026,2985659,Wil Lutz,K,DEN,17.31,3,6,28,K17,7.5,vs. JAC,10,2026-09-21
2026-09-22T18:29:37.317603+09:00,26341,4567104,Will Reichard,K,MIN,18.15,3.22,5,32,K18,7.4,at CHI,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,13029,17372,Chris Boswell,K,PIT,18.7,4.24,7,29,K19,7.3,at NE,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,9491,10621,Nick Folk,K,ATL,22.87,2.86,12,29,K22,6.9,vs. CAR,11,2026-09-21
2026-09-22T18:29:37.317603+09:00,17420,3051909,Daniel Carlson,K,NO,23.62,2.88,17,31,K23,6.8,at BAL,8,2026-09-21
2026-09-22T18:29:37.317603+09:00,17533,3124679,Jason Sanders,K,NYJ,23.62,2.98,10,30,K24,6.8,vs. GB,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,25354,4363538,Chad Ryland,K,ARI,25.57,3.44,8,30,K25,6.7,vs. SEA,14,2026-09-21
2026-09-22T18:29:37.317603+09:00,18545,4249087,Matt Gay,K,LV,26.51,2.58,18,31,K27,6.6,at LAC,13,2026-09-21
2026-09-22T18:29:37.317603+09:00,19028,3124084,Joey Slye,K,TEN,27.72,2.76,21,32,K29,6.2,vs. PHI,9,2026-09-21
2026-09-22T18:29:37.317603+09:00,23370,4243371,Riley Patterson,K,MIA,31.13,0.73,28,32,K31,6.0,at SF,6,2026-09-21
2026-09-22T18:29:37.317603+09:00,25713,4258620,Andre Szmyt,K,CLE,31.33,1.34,24,32,K32,5.9,at TB,11,2026-09-21
